Date,equity
2025-01-15,10797.541977734425
2025-01-16,10797.541977734425
2025-01-17,10797.541977734425
2025-01-21,10797.541977734425
2025-01-22,10797.541977734425
2025-01-23,10797.541977734425
2025-01-24,10797.541977734425
2025-01-27,10797.541977734425
2025-01-28,10797.541977734425
2025-01-29,10797.541977734425
2025-01-30,10797.541977734425
2025-01-31,10797.541977734425
2025-02-03,10797.541977734425
2025-02-04,10797.541977734425
2025-02-05,10797.541977734425
2025-02-06,10797.541977734425
2025-02-07,10797.541977734425
2025-02-10,10797.541977734425
2025-02-11,10797.541977734425
2025-02-12,10797.541977734425
2025-02-13,10797.541977734425
2025-02-14,10797.541977734425
2025-02-18,10797.541977734425
2025-02-19,10797.541977734425
2025-02-20,10797.541977734425
2025-02-21,10797.541977734425
2025-02-24,10797.541977734425
2025-02-25,10797.541977734425
2025-02-26,10797.541977734425
2025-02-27,10797.541977734425
2025-02-28,10797.541977734425
2025-03-03,10797.541977734425
2025-03-04,10797.541977734425
2025-03-05,10797.541977734425
2025-03-06,10797.541977734425
2025-03-07,10797.541977734425
2025-03-10,10797.541977734425
2025-03-11,10797.541977734425
2025-03-12,10797.541977734425
2025-03-13,10797.541977734425
2025-03-14,10797.541977734425
2025-03-17,10797.541977734425
2025-03-18,10797.541977734425
2025-03-19,10797.541977734425
2025-03-20,10797.541977734425
2025-03-21,10797.541977734425
2025-03-24,10797.541977734425
2025-03-25,10797.541977734423
2025-03-26,10668.637148625701
2025-03-27,10640.304817451528
2025-03-28,10426.0275562003
2025-03-31,10496.01509123129
2025-04-01,10525.659724787163
2025-04-02,10592.270622616295
2025-04-03,10070.275780792748
2025-04-04,9480.731444585368
2025-04-07,9463.84421538993
2025-04-08,9315.614694035015
2025-04-09,10293.934386798957
2025-04-10,9842.865098962806
2025-04-11,10018.488354937193
2025-04-14,10115.681905278607
2025-04-15,10087.348418907846
2025-04-16,9863.1283877637
2025-04-17,9877.199827296929
2025-04-21,9642.095541715587
2025-04-22,9892.9624734235
2025-04-23,10046.256950580251
2025-04-24,10257.721310160738
2025-04-25,10331.835204440757
2025-04-28,10335.775577173725
