date,close,ma_short,ma_long,signal,position
2021-09-27,417.2359313965,419.57575836182997,416.629182128908,1,1
2021-09-28,408.8278198242,418.77143402101,416.819722900392,1,1
2021-09-29,409.5159301758,418.03299713136005,416.909581909182,1,1
2021-09-30,404.5107421875,417.03302307129997,416.83375488281405,1,1
2021-10-01,409.3180236816,416.208110046395,416.83697143554804,0,1
2021-10-04,404.0394287109,415.12443542481,416.65042846679796,0,0
2021-10-05,408.243347168,414.327066040045,416.527668457034,0,0
2021-10-06,409.9401550293,413.640373229985,416.476615600588,0,0
2021-10-07,413.484375,413.22156372071004,416.49983032226805,0,0
2021-10-08,412.7302246094,412.93135681153,416.47376037597996,0,0
2021-10-11,409.7422180176,412.43819274903,416.42814697266004,0,0
2021-10-12,408.7335510254,412.007815551765,416.3796472168,0,0
2021-10-13,410.2040710449,411.47666778564997,416.29365966797195,0,0
2021-10-14,417.1039123535,411.323870849615,416.38644592285397,0,0
2021-10-15,420.2805175781,411.53454589843994,416.490523071292,0,0
2021-10-18,421.5247192383,412.154307556155,416.605766601566,0,0
2021-10-19,424.7767028809,412.95599212647005,416.7928143310601,0,0
2021-10-20,426.4451599121,413.64173889160503,417.00289672852,0,0
2021-10-21,427.5574645996,414.13236694336,417.21455383301196,0,0
2021-10-22,427.1144104004,414.56643524169993,417.392355957036,0,0
2021-10-25,429.4049987793,415.17488861084,417.60074707031805,0,0
2021-10-26,429.7913818359,416.2230667114251,417.79713500977005,0,0
2021-10-27,427.8873901367,417.14163970947004,418.010503540044,0,0
2021-10-28,432.0159912109,418.51690216064,418.397774047856,1,0
2021-10-29,432.8926086426,419.69563140869,418.789797973638,1,1
2021-11-01,433.637298584,421.17552490234505,419.1309436035219,1,1
2021-11-02,435.3904724121,422.5328811645501,419.433864135748,1,1
2021-11-03,438.0486755371,423.93830718993996,419.77660583496595,1,1
2021-11-04,440.1130371094,425.26974029541,420.142971191412,1,1
2021-11-05,441.640045166,426.71523132324,420.589674682622,1,1
2021-11-08,442.0170593262,428.3289733886701,420.96893798828603,1,1
2021-11-09,440.5559997559,429.92009582519495,421.28177185059207,1,1
2021-11-10,437.0118713379,431.26048583984505,421.536315917974,1,1
2021-11-11,437.1531982422,432.26295013428,421.789175415044,1,1
2021-11-12,440.452331543,433.2715408325251,422.08189636231,1,1
2021-11-15,440.6031188965,434.225460815435,422.37970031738803,1,1
2021-11-16,442.3470458984,435.10397796631,422.74282653809,1,1
2021-11-17,441.2723999023,435.84533996581996,423.09479431152596,1,1
2021-11-18,442.7711791992,436.6060256958,423.5130065918,1,1
2021-11-19,441.9793701172,437.34927368164,423.981906738284,1,1
